Round,Status,Start,End,Product Number,Service Area Name,Start Price,Clock Price,Posted Price,Supply,Aggregate Demand
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-137-0,Red Deer,134000,148000,134000,25,25
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-138-0,Wetaskiwin / Ponoka,28000,31000,28000,25,21
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-139-0,Camrose,28000,31000,31000,25,26
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-140-0,Vegreville,8000,8800,8000,25,25
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-141-0,Edmonton,1326000,1459000,1326000,25,22
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-142-0,Edson / Hinton,25000,28000,25000,25,21
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-143-0,Bonnyville,43000,48000,43000,25,25
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-144-0,Whitecourt,17000,19000,17000,25,25
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-145-0,Barrhead,12000,14000,12000,25,25
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-146-0,Fort McMurray,38000,42000,38000,25,21
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-147-0,Peace River,99000,109000,109000,5,10
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-147-1,Peace River,28000,31000,28000,20,10
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-148-0,Grande Prairie,62000,69000,62000,25,25
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-149-0,East Kootenay,31000,35000,31000,25,21
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-150-0,West Kootenay,40000,44000,40000,25,21
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-151-0,Kelowna,236000,260000,236000,25,20
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-152-0,Vancouver,6337000,6971000,6337000,25,21
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-153-0,Hope,13000,15000,13000,25,16
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-154-0,Victoria,298000,328000,298000,25,20
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-155-0,Nanaimo,127000,140000,127000,25,20
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-156-0,Courtenay,138000,152000,152000,5,7
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-156-1,Courtenay,12000,14000,12000,20,18
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-157-0,Powell River,35000,39000,39000,5,7
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-157-1,Powell River,2000,2200,2000,20,18
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-158-0,Squamish / Whistler,38000,42000,38000,25,23
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-159-0,Merritt,8000,8800,8000,25,15
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-160-0,Kamloops,70000,77000,70000,25,20
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-161-0,Ashcroft,21000,24000,24000,5,9
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-161-1,Ashcroft,5000,5500,5000,20,11
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-162-0,Salmon Arm,26000,29000,26000,25,15
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-163-0,Golden,3000,3300,3000,25,16
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-164-0,Williams Lake,48000,53000,53000,5,8
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-164-1,Williams Lake,6000,6600,6000,20,11
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-165-0,Quesnel / Red Bluff,31000,35000,35000,5,9
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-165-1,Quesnel / Red Bluff,1000,1100,1000,20,8
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-166-0,Skeena,66000,73000,73000,5,8
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-166-1,Skeena,5000,5500,5000,20,13
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-167-0,Prince George,48000,53000,48000,25,21
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-168-0,Smithers,46000,51000,51000,5,10
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-168-1,Smithers,3000,3300,3000,20,13
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-169-0,Dawson Creek,80000,88000,88000,5,10
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-169-1,Dawson Creek,21000,24000,21000,20,0
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-170-0,Yukon,43000,48000,48000,5,6
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-170-1,Yukon,1000,1100,1000,20,18
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-171-0,Nunavut,43000,48000,48000,5,8
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-171-1,Nunavut,1000,1100,1000,20,11
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-172-0,Northwest Territories,51000,57000,57000,5,6
10,Posted,2023-10-27 13:00:00,2023-10-27 15:00:00,4-172-1,Northwest Territories,1300,1500,1300,20,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-001-0,St. John's,166000,183000,166000,25,24
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-002-0,Placentia,8800,9700,8800,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-003-0,Gander / Grand Falls / Windsor,82000,91000,82000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-004-0,Corner Brook / Stephenville,44000,49000,44000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-005-0,Labrador,39000,43000,43000,5,6
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-005-1,Labrador,2500,2800,2500,20,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-006-0,Charlottetown,49000,54000,49000,25,24
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-007-0,Summerside,24000,27000,24000,25,24
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-008-0,Yarmouth,28000,31000,28000,25,24
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-009-0,Bridgewater / Kentville,79000,87000,79000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-010-0,Halifax,283000,312000,283000,25,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-011-0,Truro,32000,36000,32000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-012-0,Amherst,17000,19000,17000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-013-0,Antigonish / New Glasgow,40000,44000,40000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-014-0,Sydney,67000,74000,67000,25,24
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-015-0,Saint John,103000,114000,103000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-016-0,St. Stephen,15000,17000,15000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-017-0,Fredericton,118000,130000,118000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-018-0,Moncton,128000,141000,128000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-019-0,Miramichi / Bathurst,88000,97000,88000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-020-0,Grand Falls,15000,17000,15000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-021-0,Edmundston,16000,18000,16000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-022-0,Campbellton,16000,18000,16000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-023-0,Matane,57000,63000,57000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-024-0,Mont-Joli,24000,27000,24100,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-025-0,Rimouski,44000,49000,44100,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-026-0,Rivière-du-Loup,47000,52000,47000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-027-0,La Malbaie,14000,16000,14000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-028-0,Chicoutimi-Jonquière,283000,312000,283000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-029-0,Montmagny,36000,40000,36000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-030-0,Québec,588000,647000,588000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-031-0,Sainte-Marie,33000,37000,37000,25,39
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-032-0,Saint-Georges,44000,49000,49000,25,37
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-033-0,Lac-Mégantic,16000,18000,18000,25,42
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-034-0,Thetford Mines,33000,37000,37000,25,42
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-035-0,Plessisville,20000,22000,22000,25,35
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-036-0,La Tuque,24000,27000,24000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-037-0,Trois-Rivières,209000,230000,230000,25,33
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-038-0,Louiseville,15000,17000,17000,25,40
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-039-0,Asbestos,19000,21000,21000,25,29
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-040-0,Victoriaville,73000,81000,81000,25,41
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-041-0,Coaticook,7000,7700,7000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-042-0,Sherbrooke,163000,180000,163000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-043-0,Windsor,27000,30000,30000,25,45
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-044-0,Drummondville,120000,132000,132000,25,33
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-045-0,Cowansville,15000,17000,15000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-046-0,Farnham,15000,17000,15000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-047-0,Granby,73000,81000,73000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-048-0,St-Hyacinthe,79000,87000,87000,25,31
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-049-0,Sorel,30000,33000,30000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-050-0,Joliette,82000,91000,82000,25,24
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-051-0,Montréal,10097000,11107000,10097000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-052-0,Sainte-Agathe-des-Monts,43000,48000,43000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-053-0,Hawkesbury,46000,51000,46000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-054-0,Mont-Laurier / Maniwaki,25000,28000,25000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-055-0,Ottawa,1453000,1599000,1453000,25,22
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-056-0,Pembroke,106000,117000,107000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-057-0,Arnprior / Renfrew,20000,22000,20000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-058-0,Rouyn-Noranda,25000,28000,25000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-059-0,Notre-Dame-du-Nord,8000,8800,8000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-060-0,La Sarre,11000,13000,11000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-061-0,Amos,21000,24000,24000,5,6
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-061-1,Amos,4000,4400,4000,20,14
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-062-0,Val-d'Or,60000,66000,66000,5,14
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-062-1,Val-d'Or,1000,1100,1000,20,16
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-063-0,Roberval / Saint-Félicien,41000,46000,41000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-064-0,Baie-Comeau,22000,25000,22000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-065-0,Port-Cartier / Sept-Îles,37000,41000,41000,25,26
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-066-0,Chibougamau,36000,40000,40000,5,6
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-066-1,Chibougamau,2000,2200,2000,20,14
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-067-0,Cornwall,62000,69000,62000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-068-0,Brockville,90000,99000,99000,25,48
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-069-0,Gananoque,21000,24000,24000,25,50
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-070-0,Kingston,275000,303000,303000,25,43
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-071-0,Napanee,59000,65000,65000,25,53
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-072-0,Belleville,247000,272000,272000,25,41
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-073-0,Cobourg,85000,94000,94000,25,45
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-074-0,Peterborough,260000,286000,286000,25,43
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-075-0,Lindsay,54000,60000,60000,25,48
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-076-0,Minden,11000,13000,11000,25,22
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-077-0,Toronto,17943000,19738000,17943000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-078-0,Alliston,161000,178000,178000,25,28
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-079-0,Guelph / Kitchener,506000,557000,506000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-080-0,Fergus,41000,46000,46000,25,41
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-081-0,Kincardine,230000,253000,253000,5,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-081-1,Kincardine,138000,152000,152000,20,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-082-0,Listowel / Goderich,97000,107000,97000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-083-0,Fort Erie,20000,22000,22000,25,33
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-084-0,Niagara / St. Catharines,448000,493000,449000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-085-0,Haldimand / Dunnville,21000,24000,21000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-086-0,London / Woodstock / St. Thomas,486000,535000,486000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-087-0,Brantford,109000,120000,109000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-088-0,Stratford,32000,36000,32000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-089-0,Chatham,88000,97000,97000,25,44
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-090-0,Windsor / Leamington,622000,685000,685000,25,38
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-091-0,Wallaceburg,39000,43000,43000,25,46
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-092-0,Sarnia,154000,170000,170000,25,37
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-093-0,Strathroy,24000,27000,24000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-094-0,Barrie,229000,252000,229000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-095-0,Midland,28000,31000,28000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-096-0,Gravenhurst / Bracebridge,32000,36000,32000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-097-0,North Bay,130000,143000,143000,5,19
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-097-1,North Bay,7000,7700,7000,20,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-098-0,Parry Sound,33000,37000,37000,5,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-098-1,Parry Sound,9000,9900,9000,20,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-099-0,Elliot Lake,15000,17000,15000,25,19
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-100-0,Sudbury,128000,141000,128000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-101-0,Kirkland Lake,17000,19000,17000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-102-0,Timmins,24000,27000,24000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-103-0,Kapuskasing,19000,21000,19000,5,5
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-103-1,Kapuskasing,14000,16000,14000,20,19
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-104-0,Kenora / Sioux Lookout,85000,94000,94000,5,8
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-104-1,Kenora / Sioux Lookout,4000,4400,4000,20,14
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-105-0,Iron Bridge,30000,33000,30000,5,5
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-105-1,Iron Bridge,6000,6600,6000,20,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-106-0,Sault Ste. Marie,41000,46000,41000,25,15
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-107-0,Marathon,37000,41000,41000,5,5
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-107-1,Marathon,3000,3300,3000,20,19
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-108-0,Thunder Bay,191000,211000,211000,5,16
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-108-1,Thunder Bay,2000,2200,2000,20,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-109-0,Fort Frances,27000,30000,27000,5,5
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-109-1,Fort Frances,1000,1100,1000,20,15
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-110-0,Steinbach,37000,41000,37000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-111-0,Winnipeg,540000,594000,540000,25,22
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-112-0,Lac du Bonnet,33000,37000,33000,5,5
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-112-1,Lac du Bonnet,21000,24000,21000,20,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-113-0,Morden / Winkler,26000,29000,26000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-114-0,Brandon,53000,59000,53000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-115-0,Portage la Prairie,19000,21000,21000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-116-0,Dauphin,59000,65000,59000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-117-0,Creighton / Flin Flon,33000,37000,37000,5,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-117-1,Creighton / Flin Flon,1000,1100,1000,20,14
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-118-0,Thompson,49000,54000,49000,5,5
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-118-1,Thompson,6000,6600,6000,20,14
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-119-0,Estevan,23000,26000,23000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-120-0,Weyburn,12000,14000,12000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-121-0,Moose Jaw,28000,31000,28000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-122-0,Swift Current,24000,27000,24000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-123-0,Yorkton,32000,36000,32000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-124-0,Regina,169000,186000,169000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-125-0,Saskatoon,199000,219000,199000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-126-0,Watrous,20000,22000,20000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-127-0,Battleford,51000,57000,51000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-128-0,Prince Albert,67000,74000,67000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-129-0,Lloydminster,19000,21000,19000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-130-0,Northern Saskatchewan,46000,51000,46000,5,5
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-130-1,Northern Saskatchewan,4000,4400,4000,20,12
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-131-0,Medicine Hat / Brooks,55000,61000,55000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-132-0,Lethbridge,123000,136000,123000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-133-0,Stettler / Oyen / Wainwright,40000,44000,44000,25,27
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-134-0,High River,61000,68000,61000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-135-0,Strathmore,23000,26000,23000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-136-0,Calgary,1417000,1559000,1417000,25,22
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-137-0,Red Deer,134000,148000,134000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-138-0,Wetaskiwin / Ponoka,28000,31000,28000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-139-0,Camrose,31000,35000,35000,25,27
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-140-0,Vegreville,8000,8800,8000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-141-0,Edmonton,1326000,1459000,1326000,25,22
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-142-0,Edson / Hinton,25000,28000,25000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-143-0,Bonnyville,43000,48000,43000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-144-0,Whitecourt,17000,19000,17000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-145-0,Barrhead,12000,14000,12000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-146-0,Fort McMurray,38000,42000,38000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-147-0,Peace River,109000,120000,120000,5,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-147-1,Peace River,28000,31000,28000,20,10
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-148-0,Grande Prairie,62000,69000,62000,25,25
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-149-0,East Kootenay,31000,35000,31000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-150-0,West Kootenay,40000,44000,40000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-151-0,Kelowna,236000,260000,236000,25,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-152-0,Vancouver,6337000,6971000,6337000,25,21
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-153-0,Hope,13000,15000,13000,25,16
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-154-0,Victoria,298000,328000,298000,25,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-155-0,Nanaimo,127000,140000,127000,25,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-156-0,Courtenay,152000,168000,168000,5,7
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-156-1,Courtenay,12000,14000,12000,20,18
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-157-0,Powell River,39000,43000,43000,5,7
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-157-1,Powell River,2000,2200,2000,20,18
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-158-0,Squamish / Whistler,38000,42000,38000,25,23
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-159-0,Merritt,8000,8800,8000,25,15
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-160-0,Kamloops,70000,77000,70000,25,20
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-161-0,Ashcroft,24000,27000,27000,5,9
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-161-1,Ashcroft,5000,5500,5000,20,11
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-162-0,Salmon Arm,26000,29000,26000,25,15
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-163-0,Golden,3000,3300,3000,25,16
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-164-0,Williams Lake,53000,59000,59000,5,8
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-164-1,Williams Lake,6000,6600,6000,20,11
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-165-0,Quesnel / Red Bluff,35000,39000,39000,5,9
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-165-1,Quesnel / Red Bluff,1000,1100,1000,20,8
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-166-0,Skeena,73000,81000,81000,5,8
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-166-1,Skeena,5000,5500,5000,20,13
11,Posted,2023-10-27 16:00:00,2023-10-27 18:00:00,4-167-0,Prince George,48000,53000,48000,25,21
